title,date,category,link
"Court Awards State $425,940.54 Against Komfort & Kare LLC Assisted Living Program For Housing Medicaid Recipients In Unlicensed Facilities",2024-10-18,State Enforcement Agencies,/fraud/enforcement/court-awards-state-42594054-against-komfort-kare-llc-assisted-living-program-for-housing-medicaid-recipients-in-unlicensed-facilities/
Attorney General Bonta Announces Criminal Charges Against Southern California Dentist for Medi-Cal Fraud,2024-10-17,State Enforcement Agencies,/fraud/enforcement/attorney-general-bonta-announces-criminal-charges-against-southern-california-dentist-for-medi-cal-fraud/
Precision Toxicology Agrees To Pay $27 Million To Resolve Allegations Of Unnecessary Drug Testing And Illegal Kickbacks To Physician,2024-10-15,State Enforcement Agencies,/fraud/enforcement/precision-toxicology-agrees-to-pay-27-million-to-resolve-allegations-of-unnecessary-drug-testing-and-illegal-kickbacks-to-physician/
Silver Spring Woman Sentenced for Defrauding Maryland Medicaid of over $1 Million,2024-10-11,State Enforcement Agencies,/fraud/enforcement/silver-spring-woman-sentenced-for-defrauding-maryland-medicaid-of-over-1-million/
"In Latest Welfare Fraud Win, Attorney General Todd Rokita Secures Six-Figure Settlement & Criminal Conviction Against Highland Home Health Provider",2024-10-10,State Enforcement Agencies,/fraud/enforcement/in-latest-welfare-fraud-win-attorney-general-todd-rokita-secures-six-figure-settlement-criminal-conviction-against-highland-home-health-provider/
TennCare Fraud Investigation Leads To Arrests Of Two Memphis Woman,2024-10-10,State Enforcement Agencies,/fraud/enforcement/tenncare-fraud-investigation-leads-to-arrests-of-two-memphis-woman/
"Attorney General Josh Stein Announces $625,000 Health Care Fraud Settlement",2024-10-09,State Enforcement Agencies,/fraud/enforcement/attorney-general-josh-stein-announces-625000-health-care-fraud-settlement/
Attorney General Jackley Announces Wyoming Woman Sentenced On Grand Theft By Exploitation Charge,2024-10-09,State Enforcement Agencies,/fraud/enforcement/attorney-general-jackley-announces-wyoming-woman-sentenced-on-grand-theft-by-exploitation-charge/
"Ten Pharmaceutical Distributor Executives, Sales Representatives, And Brokers Charged In Connection With Unlawful Sales Of Nearly 70M Opioid Pills",2024-10-03,Criminal and Civil Actions,/fraud/enforcement/ten-pharmaceutical-distributor-executives-sales-representatives-and-brokers-charged-in-connection-with-unlawful-sales-of-nearly-70m-opioid-pills/
"AG Moody’s Medicaid Fraud Control Unit Secures More Than $700,000 Through Multistate Action from Toxicology Laboratory",2024-10-02,State Enforcement Agencies,/fraud/enforcement/ag-moodys-medicaid-fraud-control-unit-secures-more-than-700000-through-multistate-action-from-toxicology-laboratory/
Attorney General James And U.S. Attorney Peace Secure Over $17 Million From Home Health Agencies For Cheating Workers And Defrauding Medicaid In Landmark Wage Parity Agreement,2024-09-30,State Enforcement Agencies,/fraud/enforcement/attorney-general-james-and-us-attorney-peace-secure-over-17-million-from-home-health-agencies-for-cheating-workers-and-defrauding-medicaid-in-landmark-wage-parity-agreement/
Attorney General Griffin Announces Arrest Of Little Rock Woman On Felony Medicaid Fraud Charge,2024-09-26,State Enforcement Agencies,/fraud/enforcement/attorney-general-griffin-announces-arrest-of-little-rock-woman-on-felony-medicaid-fraud-charge/
Attorney General Alan Wilson announces Irmo woman charged with stealing from Charleston nursing home resident,2024-09-24,State Enforcement Agencies,/fraud/enforcement/attorney-general-alan-wilson-announces-irmo-woman-charged-with-stealing-from-charleston-nursing-home-resident/
Tallahassee Woman Arrested for Defrauding Medicaid Program,2024-09-20,State Enforcement Agencies,/fraud/enforcement/tallahassee-woman-arrested-for-defrauding-medicaid-program/
Attorney General Bonta Announces Indictment Of Southern California Healthcare Provider For Medi-Cal Fraud Of Nearly $60 Million,2024-09-18,State Enforcement Agencies,/fraud/enforcement/attorney-general-bonta-announces-indictment-of-southern-california-healthcare-provider-for-medi-cal-fraud-of-nearly-60-million/
Carr: Lawrenceville Man Indicted For Medicaid And Identity Fraud,2024-09-18,State Enforcement Agencies,/fraud/enforcement/carr-lawrenceville-man-indicted-for-medicaid-and-identity-fraud/
Doctor Pleads Guilty To Conspiracy To Illegally Using A Drug Enforcement Administration Registration Number Issued To Another,2024-09-17,Criminal and Civil Actions,/fraud/enforcement/doctor-pleads-guilty-to-conspiracy-to-illegally-using-a-drug-enforcement-administration-registration-number-issued-to-another/
East Lansing Caregiver Sentenced For Role In Freezing Death Of Elderly Woman,2024-09-17,State Enforcement Agencies,/fraud/enforcement/east-lansing-caregiver-sentenced-for-role-in-freezing-death-of-elderly-woman/
Attorney General Alan Wilson Announces Upstate Woman Charged With Fraud And Stealing From Vulnerable Adult,2024-09-16,State Enforcement Agencies,/fraud/enforcement/attorney-general-alan-wilson-announces-upstate-woman-charged-with-fraud-and-stealing-from-vulnerable-adult/
Sioux City Mental Health Counselor Arrested For Fraudulent Billing Insurance And Medicaid,2024-09-13,State Enforcement Agencies,/fraud/enforcement/sioux-city-mental-health-counselor-arrested-for-fraudulent-billing-insurance-and-medicaid/
Geriatric Nursing Assistant Sentenced For Theft Involving Nursing Facility Resident’s Debit Card,2024-09-13,State Enforcement Agencies,/fraud/enforcement/geriatric-nursing-assistant-sentenced-for-theft-involving-nursing-facility-residents-debit-card/
Attorney General James Secures More Than $7.6 Million From Health Insurer For Using Banned Medicaid Provider,2024-09-12,State Enforcement Agencies,/fraud/enforcement/attorney-general-james-secures-more-than-76-million-from-health-insurer-for-using-banned-medicaid-provider/
"Attorney General Moody Announces Arrest Of Owner Of Caregiving Company For More Than $20,000 In Medicaid Fraud",2024-09-05,State Enforcement Agencies,/fraud/enforcement/attorney-general-moody-announces-arrest-of-owner-of-caregiving-company-for-more-than-20000-in-medicaid-fraud/
Attorney General Brown Announces Conviction of Washington County Care Provider Who Assaulted Vulnerable Adult,2024-09-04,State Enforcement Agencies,/fraud/enforcement/attorney-general-brown-announces-conviction-of-washington-county-care-provider-who-assaulted-vulnerable-adult/
Former Dentist Who Stole Millions From Maryland Medicaid Now Sentenced For Violating Probation,2024-08-30,State Enforcement Agencies,/fraud/enforcement/former-dentist-who-stole-millions-from-maryland-medicaid-now-sentenced-for-violating-probation/
West Hartford Woman Sentenced For Medicaid Fraud,2024-08-29,State Enforcement Agencies,/fraud/enforcement/west-hartford-woman-sentenced-for-medicaid-fraud/
"Temporary Nurse Staffing Agencies In Quincy, Waltham To Pay More Than $600,000 In Separate Settlements For Failure To Comply With Rate Limits",2024-08-27,State Enforcement Agencies,/fraud/enforcement/temporary-nurse-staffing-agencies-in-quincy-waltham-to-pay-more-than-600000-in-separate-settlements-for-failure-to-comply-with-rate-limits/
"Oregon DOJ Reaches Plea Deal With Nurse For Criminal Mistreatment, Elder Abuse",2024-08-23,State Enforcement Agencies,/fraud/enforcement/oregon-doj-reaches-plea-deal-with-nurse-for-criminal-mistreatment-elder-abuse/
"Millington Woman Arrested, Charged in TBI Medicaid Fraud Investigation",2024-08-20,State Enforcement Agencies,/fraud/enforcement/millington-woman-arrested-charged-in-tbi-medicaid-fraud-investigation/
Dayton Woman Accused of $1.5 Million Medicaid Scheme Is Arrested in Texas,2024-08-16,State Enforcement Agencies,/fraud/enforcement/dayton-woman-accused-of-15-million-medicaid-scheme-is-arrested-in-texas/
Elizabethton Man Charged With Abuse Of Vulnerable Adult,2024-08-15,State Enforcement Agencies,/fraud/enforcement/elizabethton-man-charged-with-abuse-of-vulnerable-adult/
Carr's Medicaid Fraud Division Obtains New 15-Count Indictment In Forsyth County,2024-08-15,State Enforcement Agencies,/fraud/enforcement/carrs-medicaid-fraud-division-obtains-new-15-count-indictment-in-forsyth-county/
Attorney General Phil Weiser Charges Medicaid Biller For $1.2 Million In False Liquid Nutrition Claims,2024-08-14,State Enforcement Agencies,/fraud/enforcement/attorney-general-phil-weiser-charges-medicaid-biller-for-12-million-in-false-liquid-nutrition-claims/
New Hampshire Couple Indicted For Medicaid Fraud,2024-08-14,State Enforcement Agencies,/fraud/enforcement/new-hampshire-couple-indicted-for-medicaid-fraud/
Attorney General Josh Stein Announces Health Care Fraud Sentencing,2024-08-14,State Enforcement Agencies,/fraud/enforcement/attorney-general-josh-stein-announces-health-care-fraud-sentencing-1/
Maryland Man Convicted Of Assaulting Law Enforcement And Other Charges For Actions During Jan. 6 Capitol Breach,2024-08-06,Criminal and Civil Actions,/fraud/enforcement/maryland-man-convicted-of-assaulting-law-enforcement-and-other-charges-for-actions-during-jan-6-capitol-breach/
Colorado Joins Lawsuit Against Regeneron Over Alleged Fraudulent Drug Price Reporting For Eye Medication,2024-08-01,State Enforcement Agencies,/fraud/enforcement/colorado-joins-lawsuit-against-regeneron-over-alleged-fraudulent-drug-price-reporting-for-eye-medication/
"Attorney General Tong Announces $186,731 False Claims Act Judgment Against Newtown Therapist",2024-08-01,State Enforcement Agencies,/fraud/enforcement/attorney-general-tong-announces-186731-false-claims-act-judgment-against-newtown-therapist/
AG Nessel Files Lawsuit Against Regeneron Alleging Fraudulent Drug Price Reporting For Eye Medication,2024-08-01,State Enforcement Agencies,/fraud/enforcement/ag-nessel-files-lawsuit-against-regeneron-alleging-fraudulent-drug-price-reporting-for-eye-medication/
"Attorney General Alan Wilson Announces Eastover Man Charged With Stealing More Than $200,000 From Vulnerable Adult",2024-07-31,State Enforcement Agencies,/fraud/enforcement/attorney-general-alan-wilson-announces-eastover-man-charged-with-stealing-more-than-200000-from-vulnerable-adult/
"Attorney General Phil Weiser Secures $455,381 In Sale Proceeds From Home Illegally Purchased By Suspect Wanted For Medicaid Fraud",2024-07-30,State Enforcement Agencies,/fraud/enforcement/attorney-general-phil-weiser-secures-455381-in-sale-proceeds-from-home-illegally-purchased-by-suspect-wanted-for-medicaid-fraud/
Owner Of Michigan-Based Learning Center Pleads Guilty To Medicaid Fraud,2024-07-30,State Enforcement Agencies,/fraud/enforcement/owner-of-michigan-based-learning-center-pleads-guilty-to-medicaid-fraud/
Attorney General Ken Paxton’s Medicaid Fraud Control Unit Helps Secure 60-Month Prison Sentence And Nearly $5 Million In Restitution For Health Care Fraudster,2024-07-30,State Enforcement Agencies,/fraud/enforcement/attorney-general-ken-paxtons-medicaid-fraud-control-unit-helps-secure-60-month-prison-sentence-and-nearly-5-million-in-restitution-for-health-care-fraudster/
"Two Individuals Indicted For Stealing More Than $150,000 From MassHealth Program",2024-07-23,State Enforcement Agencies,/fraud/enforcement/two-individuals-indicted-for-stealing-more-than-150000-from-masshealth-program/
Attorney General Bonta Secures Sentencing of Southern California Dentist for Medi-Cal Fraud,2024-07-22,State Enforcement Agencies,/fraud/enforcement/attorney-general-bonta-secures-sentencing-of-southern-california-dentist-for-medi-cal-fraud/
Pain Management Physician And Former Member Of Kentucky’s Medical Board Convicted Of Unlawfully Prescribing Opioids,2024-07-19,State Enforcement Agencies,/fraud/enforcement/pain-management-physician-and-former-member-of-kentuckys-medical-board-convicted-of-unlawfully-prescribing-opioids-01/
Attorney General Coleman Announces Indictments For Exploitation Of Vulnerable Adult In Ohio County,2024-07-19,State Enforcement Agencies,/fraud/enforcement/attorney-general-coleman-announces-indictments-for-exploitation-of-vulnerable-adult-in-ohio-county/
"Caregivers Indicted, Charged With Neglect Of Vulnerable Adult",2024-07-16,State Enforcement Agencies,/fraud/enforcement/caregivers-indicted-charged-with-neglect-of-vulnerable-adult/
Attorney General Josh Stein Announces $2.45 Million Health Care Fraud Settlement,2024-07-12,State Enforcement Agencies,/fraud/enforcement/attorney-general-josh-stein-announces-245-million-health-care-fraud-settlement/
AG Moody’s Medicaid Fraud Control Unit Secures Half A Million Dollars For Florida Medicaid Program,2024-07-11,State Enforcement Agencies,/fraud/enforcement/ag-moodys-medicaid-fraud-control-unit-secures-half-a-million-dollars-for-florida-medicaid-program/
AG Nessel Charges Detroit Woman With Medicaid Fraud,2024-07-10,State Enforcement Agencies,/fraud/enforcement/ag-nessel-charges-detroit-woman-with-medicaid-fraud/
Investigation Into TennCare Fraud Results In Arrests In Memphis,2024-07-09,State Enforcement Agencies,/fraud/enforcement/investigation-into-tenncare-fraud-results-in-arrests-in-memphis/
Attorney General James Announces Arrest of Tompkins County Transportation Company Owner for Stealing Over $1 Million from Medicaid,2024-07-03,State Enforcement Agencies,/fraud/enforcement/attorney-general-james-announces-arrest-of-tompkins-county-transportation-company-owner-for-stealing-over-1-million-from-medicaid/
Attorney General James Announces Indictment of Orange County Transportation Company for Stealing Over $2.3 Million from Medicaid,2024-07-03,State Enforcement Agencies,/fraud/enforcement/attorney-general-james-announces-indictment-of-orange-county-transportation-company-for-stealing-over-23-million-from-medicaid/
Nine Individuals Charged In Middle District Of Florida In Connection With Health Care Fraud Schemes,2024-07-01,Criminal and Civil Actions,/fraud/enforcement/nine-individuals-charged-in-middle-district-of-florida-in-connection-with-health-care-fraud-schemes/
National Health Care Fraud Enforcement Action Results in 193 Defendants Charged and Over $2.75 Billion in False Claims - California,2024-07-01,Criminal and Civil Actions,/fraud/enforcement/national-health-care-fraud-enforcement-action-results-in-193-defendants-charged-and-over-275-billion-in-false-claims-california/
Attorney General Alan Wilson announces arrest of Easley woman accused of stealing from assisted living facility resident,2024-07-01,State Enforcement Agencies,/fraud/enforcement/attorney-general-alan-wilson-announces-arrest-of-easley-woman-accused-of-stealing-from-assisted-living-facility-resident/
Three Baton Rouge Individuals Charged In Federal Court In Connection With The Department Of Justice’s 2024 National Health Care Fraud Enforcement Action,2024-06-28,Criminal and Civil Actions,/fraud/enforcement/three-baton-rouge-individuals-charged-in-federal-court-in-connection-with-the-department-of-justices-2024-national-health-care-fraud-enforcement-action/
West Monroe Man Charged In Federal Court In Connection With The Department Of Justice’s 2024 National Health Care Fraud Enforcement Action,2024-06-28,Criminal and Civil Actions,/fraud/enforcement/west-monroe-man-charged-in-federal-court-in-connection-with-the-department-of-justices-2024-national-health-care-fraud-enforcement-action/
U.S. Attorney’s Office Announces Two Indictments of Health Care Fraud Related Charges,2024-06-28,Criminal and Civil Actions,/fraud/enforcement/us-attorneys-office-announces-two-indictments-of-health-care-fraud-related-charges/
Seven Charged In Arizona As Part Of The Department Of Justice’s 2024 National Health Care Fraud Enforcement Action,2024-06-28,Criminal and Civil Actions,/fraud/enforcement/seven-charged-in-arizona-as-part-of-the-department-of-justices-2024-national-health-care-fraud-enforcement-action/
Eastern District of Michigan Charges Six Individuals As Part Of National Health Care Fraud Takedown,2024-06-27,Criminal and Civil Actions,/fraud/enforcement/national-health-care-fraud-enforcement-action-results-in-193-defendants-charged-and-over-275-billion-in-false-claims-six-defendants-charged-in-the-eastern-district-of-michigan/
U.S. Attorney Breon Peace Announces 11 Arrests in National Health Care Fraud Enforcement Action,2024-06-27,Criminal and Civil Actions,/fraud/enforcement/us-attorney-breon-peace-announces-11-arrests-in-national-health-care-fraud-enforcement-action/
Middle District Of Tennessee Charges Four Individuals Responsible For $15 Million In False Medicare Billing As Part Of National Health Care Fraud Takedown,2024-06-27,Criminal and Civil Actions,/fraud/enforcement/middle-district-of-tennessee-charges-four-individuals-responsible-for-15-million-in-false-medicare-billing-as-part-of-national-health-care-fraud-takedown/
Madison Man Charged With Conspiracy To Defraud The United States As Part Of Department Of Justice’s 2024 National Health Care Fraud Enforcement Action,2024-06-27,Criminal and Civil Actions,/fraud/enforcement/madison-man-charged-with-conspiracy-to-defraud-the-united-states-as-part-of-department-of-justices-2024-national-health-care-fraud-enforcement-action/
Eight Charged Locally As Part Of National Health Care Fraud Enforcement Action,2024-06-27,Criminal and Civil Actions,/fraud/enforcement/eight-charged-locally-as-part-of-national-health-care-fraud-enforcement-action/
U.S. Attorney Bennett Announces Participation in Coordinated National Health Care Fraud Enforcement Action,2024-06-27,Criminal and Civil Actions,/fraud/enforcement/us-attorney-bennett-announces-participation-in-coordinated-national-health-care-fraud-enforcement-action/
Kalamazoo Doctor Charged for Role in Telehealth Fraud Scheme,2024-06-27,Criminal and Civil Actions,/fraud/enforcement/kalamazoo-doctor-charged-for-role-in-telehealth-fraud-scheme/
National Health Care Fraud Enforcement Action Results in 193 Defendants Charged and Over $2.75 Billion in False Claims - Virginia,2024-06-27,Criminal and Civil Actions,/fraud/enforcement/national-health-care-fraud-enforcement-action-results-in-193-defendants-charged-and-over-275-billion-in-false-claims-virginia/
National Health Care Fraud Enforcement Action Results in 193 Defendants Charged and Over $2.75 Billion in False Claims,2024-06-27,Criminal and Civil Actions,/fraud/enforcement/national-health-care-fraud-enforcement-action-results-in-193-defendants-charged-and-over-275-billion-in-false-claims/
Attorney General Mayes Highlights Participation In National Health Care Fraud Enforcement Action,2024-06-27,State Enforcement Agencies,/fraud/enforcement/attorney-general-mayes-highlights-participation-in-national-health-care-fraud-enforcement-action/
Attorney General James Announces Indictments of Rensselaer and Orange County Medical Transport Companies for Stealing over $4.4 Million From Medicaid,2024-06-27,State Enforcement Agencies,/fraud/enforcement/attorney-general-james-announces-indictments-of-rensselaer-and-orange-county-medical-transport-companies-for-stealing-over-44-million-from-medicaid/
Ingham County Nurse Charged With Falsifying Medical Records Connected To Resident Fall,2024-06-25,State Enforcement Agencies,/fraud/enforcement/ingham-county-nurse-charged-with-falsifying-medical-records-connected-to-resident-fall/
Milford Woman Pleads Guilty To Theft Of Medicaid Funds,2024-06-25,State Enforcement Agencies,/fraud/enforcement/milford-woman-pleads-guilty-to-theft-of-medicaid-funds/
Attorney General Alan Wilson Announces Arrest Of Mount Pleasant Nurse Charged With Stealing Drugs,2024-06-24,State Enforcement Agencies,/fraud/enforcement/attorney-general-alan-wilson-announces-arrest-of-mount-pleasant-nurse-charged-with-stealing-drugs/
Attorney General Alan Wilson Announces Arrest Of Barnwell Woman For Stealing From Assisted Living Resident,2024-06-24,State Enforcement Agencies,/fraud/enforcement/attorney-general-alan-wilson-announces-arrest-of-barnwell-woman-for-stealing-from-assisted-living-resident/
Worcester Individual Indicted For Stealing From Rest Home And Residents,2024-06-24,State Enforcement Agencies,/fraud/enforcement/worcester-individual-indicted-for-stealing-from-rest-home-and-residents/
Waterbury Man Sentenced For Medicaid Fraud,2024-06-21,State Enforcement Agencies,/fraud/enforcement/waterbury-man-sentenced-for-medicaid-fraud/
Attorney General Jackley Announces Rapid City Woman Sentenced For Grand Theft By Embezzlement,2024-06-21,State Enforcement Agencies,/fraud/enforcement/attorney-general-jackley-announces-rapid-city-woman-sentenced-for-grand-theft-by-embezzlement/
Attorney General Ellison Charges Five With Stealing More Than $10M In Two Medicaid Fraud Prosecutions,2024-06-19,State Enforcement Agencies,/fraud/enforcement/attorney-general-ellison-charges-five-with-stealing-more-than-10m-in-two-medicaid-fraud-prosecutions/
Worcester-Based Dentist And Practice Indicted In $2 Million Medicaid Fraud And Larceny Scheme,2024-06-17,State Enforcement Agencies,/fraud/enforcement/worcester-based-dentist-and-practice-indicted-in-2-million-medicaid-fraud-and-larceny-scheme/
Attorney General Paxton’s Medicaid Fraud Control Unit Takes Down $70 Million Health Care Fraud Scheme,2024-06-17,State Enforcement Agencies,/fraud/enforcement/attorney-general-paxtons-medicaid-fraud-control-unit-takes-down-70-million-health-care-fraud-scheme/
"U.S. Attorney Announces Two Additional Civil Settlements As Part Of National Effort To Combat Electronic Stimulation Fraudulent Billing Scheme And Recover Millions, And Enforcement Action Of One Of The Settlements",2024-06-14,Criminal and Civil Actions,/fraud/enforcement/us-attorney-announces-two-additional-civil-settlements-as-part-of-national-effort-to-combat-electronic-stimulation-fraudulent-billing-scheme-and-recover-millions-and-enforcement-action-of-one-of-the-settlements/
Two Individuals Plead Guilty To Health Care Fraud Conspiracy,2024-06-10,Criminal and Civil Actions,/fraud/enforcement/two-individuals-plead-guilty-to-health-care-fraud-conspiracy/
AG Campbell Announces $4 Million Settlement With Nursing Home Chain For Significant Staffing And Care Failures Resulting In Resident Neglect,2024-06-10,State Enforcement Agencies,/fraud/enforcement/ag-campbell-announces-4-million-settlement-with-nursing-home-chain-for-significant-staffing-and-care-failures-resulting-in-resident-neglect/
Pharmacy Owner And Physician Charged With Illegally Diverting Oxycodone For Cash,2024-06-05,Criminal and Civil Actions,/fraud/enforcement/pharmacy-owner-and-physician-charged-with-illegally-diverting-oxycodone-for-cash/
"Chronic Disease Health Care Provider To Pay Florida Medicaid Nearly $600,000 For False Claims Act Violations",2024-06-05,State Enforcement Agencies,/fraud/enforcement/chronic-disease-health-care-provider-to-pay-florida-medicaid-nearly-600000-for-false-claims-act-violations/
Attorney General Ken Paxton Secures 84-Month Prison Sentence for Clinic Owner in $15 Million Medicare Fraud Scheme,2024-05-30,State Enforcement Agencies,/fraud/enforcement/attorney-general-ken-paxton-secures-84-month-prison-sentence-for-clinic-owner-in-15-million-medicare-fraud-scheme/
Attorney General James Secures Over $10 Million From Health Care Companies For Failing To Provide Care To New Yorkers,2024-05-23,State Enforcement Agencies,/fraud/enforcement/attorney-general-james-secures-over-10-million-from-health-care-companies-for-failing-to-provide-care-to-new-yorkers/
Attorney General Alan Wilson Announces Arrest Of Myrtle Beach Father And Son For Stealing From Assisted Living Center Resident,2024-05-23,State Enforcement Agencies,/fraud/enforcement/attorney-general-alan-wilson-announces-arrest-of-myrtle-beach-father-and-son-for-stealing-from-assisted-living-center-resident/
"Two Indicted, Charged In TBI Medicaid Fraud Theft Case",2024-05-23,State Enforcement Agencies,/fraud/enforcement/two-indicted-charged-in-tbi-medicaid-fraud-theft-case/
"Boston-Based Dental Practice And Manager Indicted for Medicaid Fraud, Unlicensed Practice Of Dentistry, And Assault And Battery",2024-05-21,State Enforcement Agencies,/fraud/enforcement/boston-based-dental-practice-and-manager-indicted-for-medicaid-fraud-unlicensed-practice-of-dentistry-and-assault-and-battery/
Montague Caregiver Charged With Medicaid Fraud,2024-05-17,State Enforcement Agencies,/fraud/enforcement/montague-caregiver-charged-with-medicaid-fraud/
Dayton Woman Indicted For $1.5 Million Theft From Medicaid Program,2024-05-17,State Enforcement Agencies,/fraud/enforcement/dayton-woman-indicted-for-15-million-theft-from-medicaid-program/
Owner Of Home Health Services Agency And Parent Of Disabled Child Arrested For Medicaid Provider Fraud,2024-05-15,State Enforcement Agencies,/fraud/enforcement/owner-of-home-health-services-agency-and-parent-of-disabled-child-arrested-for-medicaid-provider-fraud/
Memphis Woman Charged With Abuse Of Vulnerable Adult,2024-05-13,State Enforcement Agencies,/fraud/enforcement/memphis-woman-charged-with-abuse-of-vulnerable-adult/
Attorney General Ford Announces Conviction Of Health Care Company And Its Owner,2024-05-07,State Enforcement Agencies,/fraud/enforcement/attorney-general-ford-announces-conviction-of-health-care-company-and-its-owner/
"Four People Plead Guilty, Sentenced For Multi-Million-Dollar Medicaid Fraud Scheme That Involved Inflated Transportation Costs, Other Phantom Services",2024-05-07,State Enforcement Agencies,/fraud/enforcement/four-people-plead-guilty-sentenced-for-multi-million-dollar-medicaid-fraud-scheme-that-involved-inflated-transportation-costs-other-phantom-services/
Former Memphis Caregiver Charged With Abuse Of Vulnerable Adult,2024-05-07,State Enforcement Agencies,/fraud/enforcement/former-memphis-caregiver-charged-with-abuse-of-vulnerable-adult/
Western Pennsylvania Nurse Sentenced To Consecutive Life Sentences After Pleading Guilty To Killing And Attempting To Kill Patients,2024-05-02,State Enforcement Agencies,/fraud/enforcement/western-pennsylvania-nurse-sentenced-to-consecutive-life-sentences-after-pleading-guilty-to-killing-and-attempting-to-kill-patients/
Attorney General Alan Wilson Announces Arrest Of Three People Accused Of Stealing From Sumter Assisted Living Resident,2024-04-29,State Enforcement Agencies,/fraud/enforcement/attorney-general-alan-wilson-announces-arrest-of-three-people-accused-of-stealing-from-sumter-assisted-living-resident/
"Attorney General Alan Wilson Announces Arrest Of Washington, DC Man Accused Of Fraud Against Vulnerable Adult In Upstate SC",2024-04-29,State Enforcement Agencies,/fraud/enforcement/attorney-general-alan-wilson-announces-arrest-of-washington-dc-man-accused-of-fraud-against-vulnerable-adult-in-upstate-sc/
Attorney General Moody Announces Arrest Of Two Seminole County Residents For Medicaid Fraud,2024-04-23,State Enforcement Agencies,/fraud/enforcement/attorney-general-moody-announces-arrest-of-two-seminole-county-residents-for-medicaid-fraud/
Carr: Hart County Man Pleads Guilty To Elder Exploitation,2024-04-23,State Enforcement Agencies,/fraud/enforcement/carr-hart-county-man-pleads-guilty-to-elder-exploitation/
Attorney General Bailey’s Medicaid Fraud Control Unit Earns National Recognition For Effectiveness,2024-04-22,State Enforcement Agencies,/fraud/enforcement/attorney-general-baileys-medicaid-fraud-control-unit-earns-national-recognition-for-effectiveness/
Attorney General Ford Announces Sentencing Of Behavioral Health Company Employee,2024-04-17,State Enforcement Agencies,/fraud/enforcement/attorney-general-ford-announces-sentencing-of-behavioral-health-company-employee/
Two Doctors Sentenced for $4M Fraudulent Urine Drug Testing Scheme,2024-04-12,Criminal and Civil Actions,/fraud/enforcement/two-doctors-sentenced-for-4m-fraudulent-urine-drug-testing-scheme/
Attorney General Ford Announces Sentencing Of Behavioral Health Provider And Its Owner For Medicaid Fraud,2024-04-11,State Enforcement Agencies,/fraud/enforcement/attorney-general-ford-announces-sentencing-of-behavioral-health-provider-and-its-owner-for-medicaid-fraud-1/
Father And Daughter Charged In Fraud Scheme That Allegedly Exploited A Vulnerable Adult,2024-04-11,State Enforcement Agencies,/fraud/enforcement/father-and-daughter-charged-in-fraud-scheme-that-allegedly-exploited-a-vulnerable-adult/
"Attorney General Moody Announces Arrest Of Escambia Man For Exploiting More Than $17,000 From Florida Senior",2024-04-11,State Enforcement Agencies,/fraud/enforcement/attorney-general-moody-announces-arrest-of-escambia-man-for-exploiting-more-than-17000-from-florida-senior/
COVID-19 Fraud Enforcement Task Force Releases 2024 Report,2024-04-09,COVID-19,/fraud/enforcement/covid-19-fraud-enforcement-task-force-releases-2024-report/
Attorney General Alan Wilson Announces Sumter Woman Charged With Stealing From Resident At Assisted Living Facility,2024-04-09,State Enforcement Agencies,/fraud/enforcement/attorney-general-alan-wilson-announces-sumter-woman-charged-with-stealing-from-resident-at-assisted-living-facility/
Attorney General Brown Announces Actions Taken in Multiple Cases of Vulnerable Adult Abuse in Three Maryland Counties,2024-04-04,State Enforcement Agencies,/fraud/enforcement/attorney-general-brown-announces-actions-taken-in-multiple-cases-of-vulnerable-adult-abuse-in-three-maryland-counties/
AG Campbell Announces Indictments In Worcester-Based Home Health Medicaid Fraud Scheme,2024-04-01,State Enforcement Agencies,/fraud/enforcement/ag-campbell-announces-indictments-in-worcester-based-home-health-medicaid-fraud-scheme/
Attorney General Josh Stein Reaches $2.1 Million Medicaid Settlement with Mako Medical,2024-03-28,State Enforcement Agencies,/fraud/enforcement/attorney-general-josh-stein-reaches-21-million-medicaid-settlement-with-mako-medical/
"Shelbyville Woman Arrested, Charged in TBI Medicaid Fraud Investigation",2024-03-28,State Enforcement Agencies,/fraud/enforcement/shelbyville-woman-arrested-charged-in-tbi-medicaid-fraud-investigation/
Spalding County Couple Indicted on Charges of Operating an Unlicensed Personal Care Home,2024-03-22,State Enforcement Agencies,/fraud/enforcement/spalding-county-couple-indicted-on-charges-of-operating-an-unlicensed-personal-care-home/
TennCare Fraud Investigation Leads to Arrest of Social Worker,2024-03-22,State Enforcement Agencies,/fraud/enforcement/tenncare-fraud-investigation-leads-to-arrest-of-social-worker/
"Doctor at L5 Pain Clinic Sentenced to 18 Months in Prison, Ordered to Pay Over $200,000",2024-03-21,Criminal and Civil Actions,/fraud/enforcement/doctor-at-l5-pain-clinic-sentenced-to-18-months-in-prison-ordered-to-pay-over-200000/
Attorney General Alan Wilson announces Orangeburg woman and man charged with keeping vulnerable adults locked in dangerous unlicensed residential care home,2024-03-19,State Enforcement Agencies,/fraud/enforcement/attorney-general-alan-wilson-announces-orangeburg-woman-and-man-charged-with-keeping-vulnerable-adults-locked-in-dangerous-unlicensed-residential-care-home/
